EmpID,ProjectID,DateFrom,DateTo
107,101,2023-04-22,2023-10-04
107,104,2022-04-15,2022-09-19
109,102,2022-02-02,2022-08-21
103,106,2021-10-31,2022-03-20
107,101,2020-11-13,2021-04-10
104,106,2012-07-04,2013-01-12
103,106,2011-06-17,2011-12-06
102,106,2016-05-09,2016-11-14
105,102,2014-01-19,2014-06-22
105,108,2022-01-15,2022-06-05
106,109,2014-08-30,2015-01-14
104,101,2010-07-14,2011-01-11
108,110,2020-01-13,2020-06-15
105,103,2016-04-11,2016-08-31
105,109,2015-12-11,2016-05-10
110,106,2015-11-05,2016-04-13
101,102,2023-06-03,2023-11-01
106,101,2018-02-04,2018-07-30
104,108,2010-10-08,2011-04-26
102,106,2015-04-07,2015-08-26
104,110,2021-03-28,2021-10-05
102,109,2013-04-08,2013-09-08
104,108,2014-11-23,2015-05-05
106,105,2015-10-07,2016-05-22
110,102,2021-10-25,2022-04-24
103,110,2020-10-21,2021-04-05
108,108,2017-12-02,2018-03-24
102,105,2017-07-05,2017-12-14
109,101,2011-07-20,2012-02-06
104,105,2013-05-30,2013-10-17
105,109,2019-01-27,2019-07-22
108,103,2011-02-08,2011-07-26
109,101,2022-10-12,2023-01-31
102,108,2017-08-02,2018-01-14
102,109,2011-07-25,2012-02-15
105,107,2010-05-19,2010-10-26
104,101,2013-07-02,2013-12-20
110,106,2019-10-21,2020-02-03
101,103,2013-10-20,2014-05-17
107,106,2014-03-11,2014-08-13
103,109,2013-07-09,2013-11-11
104,104,2020-01-14,2020-04-07
107,107,2012-10-05,2013-03-21
101,108,2020-09-01,2021-01-31
109,104,2017-09-12,2018-02-05
104,108,2014-05-24,2014-10-04
107,109,2015-02-17,2015-06-08
104,103,2011-08-07,2012-02-17
106,102,2012-05-12,2012-11-17
104,102,2022-03-27,2022-06-21
101,107,2023-03-27,2023-10-12
104,102,2021-10-21,2022-04-28
107,102,2018-01-15,2018-05-02
106,102,2022-02-06,2022-07-04
102,101,2021-12-25,2022-04-30
102,102,2020-08-15,2021-01-01
109,108,2021-03-31,2021-09-08
105,101,2017-06-28,2017-11-20
103,104,2020-08-10,2021-02-02
110,108,2010-03-20,2010-07-28
105,103,2012-10-06,2013-04-05
107,106,2012-09-07,2013-02-23
106,102,2016-12-04,2017-05-11
104,103,2010-10-05,2011-02-06
101,103,2013-01-28,2013-06-13
109,102,2012-10-11,2013-05-08
102,108,2017-02-01,2017-05-12
101,106,2021-10-27,2022-04-26
110,107,2023-09-24,2024-03-02
102,101,2011-02-19,2011-07-04
101,107,2015-01-16,2015-06-01
107,103,2010-02-06,2010-06-22
107,102,2011-05-30,2011-11-25
105,109,2023-09-09,2024-03-03
107,104,2016-07-08,2017-01-02
101,108,2020-08-16,2021-01-31
108,105,2015-06-27,2016-01-02
108,105,2018-08-03,2019-01-05
103,109,2022-01-15,2022-06-27
105,105,2019-02-06,2019-06-22
109,108,2021-09-28,2022-02-06
107,109,2013-02-19,2013-06-16
103,107,2016-05-28,2016-11-16
106,110,2014-03-23,2014-08-30
102,105,2021-11-15,2022-05-03
105,110,2019-09-05,2019-12-23
106,102,2010-02-08,2010-05-21
110,103,2019-07-07,2019-12-14
106,104,2014-11-09,2015-06-07
106,101,2019-03-07,2019-08-17
105,105,2013-01-27,2013-07-24
106,110,2010-02-16,2010-08-17
105,109,2021-07-03,2021-12-08
101,102,2018-04-04,2018-10-03
106,104,2014-04-08,2014-08-26
108,102,2012-09-10,2013-02-09
110,105,2012-06-01,2012-10-07
106,104,2012-08-25,2013-02-09
101,108,2012-04-14,2012-11-15
105,102,2016-01-19,2016-06-25
108,109,2014-08-31,2015-03-27
110,104,2023-07-16,2023-12-22
104,103,2012-09-16,2013-02-14
109,109,2021-08-21,2022-02-16
105,101,2016-06-24,2016-11-23
108,108,2019-03-20,2019-07-22
102,105,2021-05-21,2021-11-05
102,110,2010-08-23,2011-01-10
109,103,2020-04-09,2020-06-11
107,108,2023-01-03,2023-05-30
109,110,2019-10-04,2020-03-03
101,102,2022-03-04,2022-06-24
105,108,2018-06-13,2018-11-25
105,109,2015-09-01,2016-02-08
108,107,2021-05-20,2022-01-12
106,106,2021-02-09,2021-08-29
102,105,2015-07-26,2016-01-06
107,108,2015-02-11,2015-08-10
106,107,2023-06-16,2023-10-07
103,105,2021-07-27,2022-01-12
105,103,2022-02-22,2022-09-03
104,104,2012-08-25,2013-02-22
110,103,2011-06-03,2011-10-17
104,103,2019-11-08,2020-02-20
107,102,2016-08-02,2017-02-08
105,110,2022-06-15,2022-11-18
104,109,2010-11-11,2011-04-28
104,101,2015-01-26,2015-05-17
106,106,2011-05-31,2011-11-12
102,101,2011-12-18,2012-05-10
101,103,2021-08-03,2021-12-06
109,107,2012-03-09,2012-08-06
107,106,2017-06-04,2017-10-19
105,102,2021-05-25,2021-10-15
108,110,2010-03-14,2010-08-06
109,109,2021-09-30,2022-03-25
103,105,2018-03-14,2018-08-12
101,102,2022-11-28,2023-05-16
104,101,2015-05-01,2015-08-31
108,101,2016-05-23,2016-11-03
106,104,2017-12-07,2018-04-19
105,107,2014-01-16,2014-05-20
102,105,2019-02-28,2019-08-12
102,105,2023-08-17,2024-01-16
108,101,2014-04-03,2014-09-10
110,104,2018-10-03,2019-02-09
101,109,2022-06-04,2022-12-06
110,103,2010-05-06,2010-10-03
106,107,2015-06-24,2015-11-12
105,110,2013-12-21,2014-05-25
103,109,2010-03-12,2010-08-23
109,107,2020-11-09,2021-04-11
106,105,2010-03-10,2010-09-27
109,101,2014-04-27,2014-09-02
106,104,2013-05-14,2013-11-30
102,110,2018-08-18,2019-01-20
105,103,2011-10-06,2012-03-12
110,105,2020-06-03,2020-11-16
109,102,2012-03-02,2012-06-30
104,102,2016-09-09,2017-01-23
107,105,2018-09-29,2019-02-06
110,107,2022-07-06,2022-09-26
110,105,2014-04-02,2014-10-07
104,101,2012-02-21,2012-06-23
104,102,2018-11-13,2019-03-24
109,106,2015-10-11,2016-02-27
105,107,2022-01-25,2022-08-26
102,102,2014-01-28,2014-07-31
101,105,2017-04-22,2017-09-30
105,105,2012-04-02,2012-10-07
104,104,2011-08-01,2011-12-30
103,109,2021-05-18,2021-11-28
107,108,2013-12-24,2014-06-23
109,107,2021-11-06,2022-04-28
110,108,2013-11-24,2014-04-15
110,101,2017-07-03,2017-10-31
108,108,2010-11-27,2011-04-06
102,107,2013-07-01,2013-11-25
105,107,2023-03-09,2023-09-17
109,109,2013-01-09,2013-07-11
109,102,2019-05-29,2019-12-02
108,101,2022-09-20,2023-02-17
104,109,2021-05-08,2021-10-17
104,105,2019-12-29,2020-05-01
109,105,2012-08-10,2013-01-14
108,105,2012-07-03,2013-02-09
106,108,2014-03-26,2014-08-22
106,104,2018-02-23,2018-07-06
105,107,2023-05-14,2023-11-06
104,106,2016-12-10,2017-06-24
107,110,2017-03-22,2017-09-05
108,101,2021-05-05,2021-08-26
106,102,2017-09-05,2018-03-05
109,108,2017-11-06,2018-04-27
107,108,2010-05-13,2010-10-09
109,109,2023-07-25,2023-12-28
109,109,2018-08-30,2019-02-17
102,105,2010-02-10,2010-08-04
103,106,2017-12-16,2018-06-25
109,101,2018-07-21,2018-12-25
102,104,2015-10-26,2016-04-14
102,104,2020-01-04,2020-05-20
102,101,2020-01-07,2020-05-26
107,103,2020-05-11,2020-09-22
105,106,2012-03-06,2012-10-03
105,110,2012-02-03,2012-07-03
103,104,2014-04-02,2014-10-26
110,108,2011-11-28,2012-05-25
102,108,2016-11-30,2017-04-14
107,107,2012-06-12,2012-12-08
104,106,2023-12-09,2024-04-28
103,104,2017-11-06,2018-03-05
101,102,2019-04-05,2019-08-13
103,110,2012-12-18,2013-04-02
106,105,2019-05-30,2019-11-29
106,102,2012-12-05,2013-04-17
103,108,2018-12-16,2019-05-23
104,107,2017-03-11,2017-07-31
110,107,2017-10-29,2018-04-15
106,103,2022-03-05,2022-06-30
102,105,2011-09-14,2012-03-25
103,108,2020-07-02,2020-11-09
104,103,2021-06-21,2021-11-17
107,102,2016-02-07,2016-05-26
101,110,2015-03-24,2015-07-26
107,101,2012-09-02,2013-02-10
102,106,2013-02-19,2013-06-05
106,108,2014-10-10,2015-04-03
108,107,2018-08-03,2019-01-24
108,107,2017-11-04,2018-05-07
110,110,2015-10-09,2016-04-18
103,109,2023-11-16,2024-06-17
104,102,2023-01-20,2023-07-17
104,104,2019-08-27,2020-03-17
106,105,2013-06-15,2013-11-24
104,108,2018-04-21,2018-11-06
106,102,2016-09-06,2017-03-16
104,109,2017-09-25,2018-02-15
108,110,2019-09-01,2020-02-25
108,101,2011-11-11,2012-05-07
110,110,2010-04-21,2010-10-22
106,109,2014-05-25,2014-10-08
105,101,2014-05-30,2014-09-30
106,103,2021-07-18,2021-12-14
105,106,2015-08-05,2016-01-29
106,101,2020-04-05,2020-11-06
101,104,2010-04-22,2010-10-04
103,105,2011-12-08,2012-04-22
104,109,2012-12-16,2013-06-04
108,104,2012-07-13,2012-12-20
108,102,2013-11-25,2014-04-16
107,110,2016-03-17,2016-08-02
108,101,2020-03-15,2020-09-16
109,101,2011-10-06,2012-04-02
103,103,2021-11-04,2022-04-07
107,107,2021-09-29,2022-01-22
108,104,2016-03-19,2016-07-31
110,105,2018-03-02,2018-08-12
109,101,2013-05-01,2013-09-02
101,105,2018-08-22,2018-12-14
101,106,2020-03-26,2020-09-24
106,107,2018-09-28,2019-03-20
109,102,2022-04-15,2022-11-04
106,106,2011-11-30,2012-05-14
101,102,2021-05-24,2021-09-25
106,102,2022-12-10,2023-06-23
106,103,2014-07-19,2015-01-01
107,103,2017-06-14,2017-10-23
110,104,2021-04-08,2021-10-13
103,101,2013-10-09,2014-03-16
103,109,2020-12-21,2021-06-28
102,105,2017-08-03,2018-01-07
108,110,2021-12-08,2022-04-04
103,106,2012-11-16,2013-07-08
105,103,2017-08-21,2018-02-01
105,108,2017-10-13,2018-03-02
109,109,2012-09-18,2013-03-25
110,109,2013-12-31,2014-07-09
104,109,2023-10-15,2024-04-20
104,104,2020-06-04,2020-10-28
108,102,2019-11-05,2020-03-17
104,108,2010-03-05,2010-07-29
102,107,2020-09-14,2021-01-14
103,102,2021-07-14,2022-01-02
107,108,2015-05-29,2016-01-14
106,110,2011-04-18,2011-07-09
106,109,2023-06-13,2023-11-14
101,107,2010-12-30,2011-07-22
103,101,2012-12-21,2013-06-01
104,109,2012-12-15,2013-06-14
102,102,2016-03-27,2016-08-31
105,105,2020-09-08,2021-01-14
106,101,2017-07-30,2017-11-23
108,106,2021-11-05,2022-04-23
110,104,2010-03-12,2010-08-28
104,103,2011-08-01,2012-01-07
107,107,2010-06-24,2010-11-05
110,107,2018-01-24,2018-06-12
110,106,2023-07-18,2024-01-19
109,105,2012-10-15,2013-04-15
104,101,2014-09-25,2015-03-31
101,108,2017-03-31,2017-09-06
110,108,2018-08-30,2019-03-26
109,108,2010-09-12,2011-01-16
106,103,2017-06-14,2017-11-19
108,102,2020-09-11,2021-02-11
106,103,2016-03-05,2016-09-12
110,105,2023-01-01,2023-05-08
102,108,2015-08-23,2015-12-23
101,107,2013-10-14,2014-04-16
107,103,2017-10-28,2018-03-12
101,103,2013-12-27,2014-06-01
102,102,2014-11-04,2015-03-07
101,104,2012-04-23,2012-10-27
109,109,2010-01-01,2010-06-19
109,104,2011-05-29,2011-11-12
104,101,2015-07-05,2015-12-25
108,108,2023-03-05,2023-07-25
105,109,2013-01-23,2013-06-20
101,106,2018-08-11,2018-12-25
108,103,2018-11-21,2019-04-22
103,106,2020-10-18,2021-04-15
106,103,2021-07-04,2021-11-04
110,106,2017-04-23,2017-09-13
109,110,2012-06-09,2012-12-17
104,110,2018-07-29,2019-01-13
109,101,2023-08-21,2024-02-15
101,103,2021-07-23,2021-12-03
106,107,2018-08-11,2018-12-25
101,103,2021-07-16,2021-12-03
105,104,2010-12-02,2011-06-13
107,104,2017-04-13,2017-08-30
105,104,2023-01-22,2023-06-08
108,107,2021-05-20,2021-11-29
107,107,2014-06-30,2014-12-13
105,105,2019-04-03,2019-09-21
103,108,2019-06-27,2019-11-20
110,110,2012-01-04,2012-05-08
103,106,2013-05-03,2013-10-26
107,104,2012-11-14,2013-03-08
104,107,2014-12-18,2015-06-09
103,108,2018-07-12,2019-01-07
108,101,2023-04-21,2023-10-05
104,102,2021-10-04,2022-02-05
101,104,2015-12-26,2016-06-06
107,109,2019-05-30,2019-10-03
105,103,2022-10-30,2023-05-07
101,103,2017-06-11,2017-11-23
109,101,2017-09-23,2018-02-18
104,101,2022-06-06,2023-01-02
110,107,2018-03-04,2018-07-17
106,110,2021-05-18,2021-10-25
102,105,2019-07-26,2019-11-29
105,108,2022-02-16,2022-07-29
101,103,2011-08-10,2012-03-04
104,103,2019-11-01,2020-04-15
109,109,2017-07-03,2017-12-16
103,106,2020-12-14,2021-06-20
103,110,2018-11-18,2019-05-22
105,104,2018-11-21,2019-04-07
101,110,2010-07-09,2011-01-21
102,103,2019-11-07,2020-04-19
105,106,2023-04-28,2023-08-30
103,110,2019-03-08,2019-08-22
109,102,2019-10-20,2020-04-24
106,101,2022-04-20,2022-09-08
108,105,2019-05-05,2019-12-14
106,108,2023-05-01,2023-10-04
105,108,2013-12-15,2014-06-14
105,107,2013-01-02,2013-07-21
103,106,2019-01-27,2019-05-27
106,109,2021-10-18,2022-04-12
109,101,2015-02-06,2015-07-17
107,103,2014-08-27,2015-02-14
102,103,2010-03-15,2010-10-16
108,109,2013-04-15,2013-09-18
101,101,2017-03-19,2017-10-09
108,101,2017-11-16,2018-04-28
108,109,2014-04-08,2014-09-01
110,103,2014-05-01,2014-11-05
108,107,2018-07-05,2018-12-15
110,110,2021-03-11,2021-08-30
104,104,2014-02-14,2014-07-06
105,110,2023-04-19,2023-09-16
103,102,2023-11-05,2024-03-20
107,104,2021-02-24,2021-08-23
101,101,2019-03-20,2019-10-19
109,101,2018-02-07,2018-07-07
102,103,2012-02-05,2012-08-15
101,101,2011-04-02,2011-07-14
104,104,2021-12-07,2022-05-24
105,105,2018-02-16,2018-05-27
106,102,2014-03-02,2014-08-13
108,106,2010-11-26,2011-05-10
106,103,2018-09-12,2019-05-12
110,102,2010-09-26,2011-04-03
104,106,2014-01-02,2014-04-25
105,108,2012-08-19,2013-01-14
102,109,2020-02-01,2020-07-27
104,105,2023-06-27,2023-11-07
104,105,2019-07-24,2020-01-10
103,109,2012-10-13,2013-04-24
103,101,2023-10-24,2024-04-09
103,105,2019-08-15,2020-01-16
105,103,2022-09-20,2023-03-01
103,103,2013-06-21,2013-09-06
105,106,2021-10-10,2022-02-05
107,110,2017-12-15,2018-06-02
104,104,2021-07-12,2022-02-07
103,107,2019-03-15,2019-08-04
102,102,2014-08-02,2014-11-28
101,103,2023-01-06,2023-06-09
109,109,2014-06-21,2014-11-24
104,110,2017-07-14,2017-11-21
107,102,2014-08-19,2015-03-06
109,104,2023-04-08,2023-09-14
101,106,2011-08-07,2011-12-19
108,109,2010-01-07,2010-05-28
105,109,2021-02-25,2021-10-15
110,107,2022-10-19,2023-04-17
104,102,2018-10-15,2019-01-25
110,104,2011-11-21,2012-04-04
107,109,2022-01-01,2022-06-07
109,105,2020-06-14,2020-11-19
106,105,2011-01-09,2011-08-04
105,102,2019-03-29,2019-10-16
109,109,2011-01-19,2011-07-09
103,102,2018-09-15,2019-01-20
108,104,2013-03-26,2013-10-22
107,103,2018-07-31,2019-01-20
103,110,2019-02-17,2019-08-26
107,102,2019-12-23,2020-06-02
101,110,2018-11-14,2019-03-29
106,105,2022-06-20,2022-12-03
106,101,2015-07-23,2015-12-14
107,108,2014-08-03,2015-01-21
104,106,2015-07-11,2015-11-29
109,102,2020-12-05,2021-04-05
109,105,2015-12-29,2016-05-28
101,106,2015-07-10,2015-12-27
104,105,2019-09-30,2020-04-02
104,108,2016-03-21,2016-07-28
107,101,2012-07-12,2013-01-07
103,106,2019-07-23,2019-12-08
104,107,2018-12-08,2019-05-04
105,110,2023-03-02,2023-06-05
105,107,2010-05-03,2010-10-17
104,104,2012-11-09,2013-03-11
103,107,2023-02-01,2023-08-14
107,105,2018-07-06,2019-01-09
108,104,2023-04-05,2023-08-18
107,106,2018-07-28,2019-01-02
102,108,2020-10-28,2021-03-25
110,101,2010-04-01,2010-08-26
103,104,2013-08-23,2013-12-29
101,107,2013-04-03,2013-10-19
101,107,2010-06-07,2010-09-21
101,102,2021-12-03,2022-04-29
102,103,2020-10-07,2021-03-21
108,102,2011-01-05,2011-06-20
104,101,2023-09-15,2024-02-19
103,101,2020-02-16,2020-05-31
101,103,2018-12-15,2019-06-11
110,107,2021-08-23,2022-03-26
106,106,2017-04-22,2017-09-28
102,106,2017-06-15,2017-10-29
108,101,2020-03-30,2020-08-27
106,110,2010-11-19,2011-03-16
101,104,2010-12-03,2011-06-19
107,110,2022-07-18,2023-01-20
108,110,2010-05-06,2010-09-13
110,103,2010-04-02,2010-09-14
106,107,2013-02-19,2013-08-08
101,106,2011-07-14,2011-12-20
110,105,2022-02-18,2022-09-05
108,102,2013-12-31,2014-06-06
108,108,2017-05-30,2017-11-04
109,103,2022-10-19,2023-03-09
109,103,2020-11-11,2021-05-25
104,101,2010-05-05,2010-07-31
109,110,2019-06-09,2019-12-11
108,103,2011-04-29,2011-09-12
110,103,2013-11-21,2014-04-26
106,108,2017-03-10,2017-09-17
106,103,2021-01-25,2021-08-04
101,105,2018-05-07,2018-10-23
103,104,2012-07-24,2012-11-28
102,105,2013-11-15,2014-04-23
110,107,2013-05-22,2013-10-29
108,103,2023-02-17,2023-10-05
103,106,2020-01-30,2020-07-13
110,110,2014-05-07,2014-11-05
109,110,2016-12-29,2017-06-06
107,105,2019-10-11,2020-02-28
109,108,2022-08-23,2023-01-09
107,110,2014-08-16,2015-03-23
105,107,2012-06-24,2012-12-08
106,109,2021-03-03,2021-09-26
103,107,2017-09-18,2018-04-02
104,104,2023-10-27,2024-03-10
102,110,2010-09-30,2011-01-23
105,106,2012-07-27,2013-01-11
108,102,2017-12-04,2018-04-28
109,106,2022-09-30,2023-04-25
109,105,2016-08-12,2017-02-12
110,102,2012-07-03,2012-11-30
101,110,2018-02-28,2018-08-05
104,110,2011-09-27,2012-02-28
105,110,2022-09-23,2023-02-02
106,103,2019-03-30,2019-07-18
108,108,2015-12-27,2016-06-17
103,104,2020-02-20,2020-08-10
103,101,2017-04-26,2017-09-03
102,105,2011-07-06,2011-12-28
105,110,2017-02-19,2017-07-12
110,110,2020-11-26,2021-04-11
108,101,2011-12-15,2012-05-13
105,101,2022-01-27,2022-07-25
109,109,2010-03-08,2010-09-05
103,104,2023-07-01,2023-12-07
102,105,2020-04-08,2020-09-26
110,104,2018-08-30,2019-02-21
106,107,2012-10-11,2013-01-25
110,108,2017-07-16,2017-12-31
101,106,2017-08-23,2018-02-11
107,108,2021-11-15,2022-03-15
101,101,2015-06-03,2015-10-17
102,101,2016-10-19,2017-04-24
108,110,2014-11-29,2015-05-12
110,109,2022-11-15,2023-05-16
109,102,2013-03-17,2013-10-01
106,104,2020-01-27,2020-05-31
107,107,2017-02-14,2017-06-16
104,102,2017-08-12,2017-12-30
104,110,2013-06-27,2014-01-13
106,106,2020-06-30,2020-10-04
110,105,2014-12-03,2015-05-18
107,104,2014-03-12,2014-10-05
103,101,2013-08-15,2014-02-20
103,107,2011-09-01,2012-02-08
101,109,2012-11-07,2013-05-08
110,105,2010-05-01,2010-09-22
104,101,2020-02-25,2020-08-15
103,109,2021-03-02,2021-07-30
107,104,2022-11-21,2023-04-09
105,109,2015-07-13,2016-01-08
109,106,2015-01-09,2015-07-06
102,103,2022-12-21,2023-07-10
102,109,2016-12-19,2017-06-07
105,103,2016-05-05,2016-11-08
101,109,2021-04-21,2021-09-08
106,105,2018-07-31,2019-03-07
102,106,2019-03-23,2019-09-19
108,110,2011-01-21,2011-07-24
105,109,2011-01-23,2011-06-21
106,107,2022-09-26,2023-01-23
108,106,2017-04-02,2017-10-15
110,106,2021-03-02,2021-08-22
105,105,2010-07-28,2011-02-14
110,106,2021-12-26,2022-06-29
105,110,2020-11-07,2021-04-17
106,106,2022-09-09,2022-12-12
101,103,2012-10-18,2013-04-18
104,104,2013-01-16,2013-06-23
110,107,2015-10-24,2016-04-16
102,110,2017-02-05,2017-08-17
110,103,2020-03-05,2020-06-27
103,101,2018-05-02,2018-09-11
108,108,2018-03-09,2018-07-17
105,102,2011-09-23,2012-03-29
106,109,2012-11-18,2013-05-31
107,107,2013-04-29,2013-09-17
109,101,2010-08-30,2011-02-27
106,106,2023-07-31,2024-01-12
101,110,2022-11-27,2023-05-08
110,103,2020-09-22,2021-03-27
105,110,2016-03-21,2016-08-18
108,109,2014-08-26,2015-02-18
109,102,2018-02-12,2018-05-06
108,103,2023-11-03,2024-03-28
108,103,2015-02-06,2015-07-22
108,109,2013-10-28,2014-05-20
109,109,2020-10-22,2021-03-24
107,102,2020-02-17,2020-08-17
108,107,2011-06-28,2012-01-20
106,101,2019-08-29,2020-02-10
105,110,2021-02-03,2021-07-30
102,107,2021-11-14,2022-04-25
109,106,2016-09-12,2017-02-03
102,102,2020-08-02,2020-12-15
101,108,2020-04-08,2020-07-28
103,106,2015-10-05,2016-03-07
102,110,2022-03-22,2022-09-02
107,105,2016-01-22,2016-07-12
109,110,2014-09-18,2015-01-30
102,104,2020-12-10,2021-06-22
102,102,2016-06-29,2016-10-14
103,102,2012-05-15,2012-11-02
107,104,2016-02-02,2016-07-23
102,110,2012-07-23,2013-02-02
109,101,2021-11-04,2022-03-27
110,106,2021-08-02,2022-02-14
103,110,2015-04-27,2015-09-17
110,101,2011-06-19,2011-11-02
109,104,2018-03-05,2018-07-06
106,110,2012-08-06,2013-01-24
109,107,2010-03-20,2010-07-15
101,105,2011-09-02,2012-01-11
108,102,2014-08-21,2015-04-02
105,104,2011-09-30,2012-01-08
104,101,2019-02-10,2019-06-28
102,103,2014-01-31,2014-07-12
103,105,2020-10-06,2021-03-18
107,106,2020-08-02,2021-03-02
105,101,2016-01-18,2016-06-30
104,103,2011-09-22,2012-03-10
102,110,2010-02-11,2010-05-06
110,104,2014-12-12,2015-06-10
106,101,2015-12-29,2016-06-28
103,101,2023-12-22,2024-05-15
102,101,2020-11-04,2021-04-02
107,105,2016-01-14,2016-06-03
109,109,2014-03-11,2014-08-21
107,107,2021-04-24,2021-09-22
106,103,2018-05-23,2018-10-02
103,105,2014-04-28,2014-11-23
102,104,2016-02-07,2016-08-01
110,108,2018-06-21,2018-11-20
105,102,2018-07-24,2019-01-20
104,108,2013-11-07,2014-06-06
103,101,2017-06-11,2017-12-11
109,102,2021-10-31,2022-04-22
110,107,2016-07-13,2017-01-08
103,106,2013-10-24,2014-03-29
101,108,2014-02-09,2014-06-25
109,103,2020-07-29,2021-01-10
109,109,2022-12-05,2023-06-07
102,110,2021-01-15,2021-05-14
105,107,2018-03-22,2018-08-26
102,104,2015-08-22,2016-02-08
108,105,2011-07-24,2011-11-01
107,105,2018-05-14,2018-10-25
106,108,2011-04-09,2011-08-01
104,104,2014-11-09,2015-04-26
109,106,2018-10-15,2019-03-29
102,102,2020-07-02,2021-01-13
102,107,2021-12-18,2022-06-28
108,107,2019-02-26,2019-08-02
110,108,2012-09-30,2013-03-07
105,102,2023-05-23,2023-11-14
104,109,2016-01-13,2016-06-09
105,104,2013-08-09,2014-01-16
101,102,2013-12-19,2014-06-05
101,104,2018-01-10,2018-07-15
102,102,2012-10-13,2013-02-23
106,102,2013-10-23,2014-03-02
101,103,2015-04-29,2015-09-18
108,102,2018-07-19,2018-11-26
107,104,2021-09-21,2022-03-09
104,109,2010-06-24,2010-12-03
103,105,2013-02-22,2013-08-28
101,101,2022-06-28,2023-01-16
109,101,2016-09-18,2017-02-18
101,107,2017-09-12,2018-03-25
109,107,2014-07-21,2015-02-13
106,102,2013-09-28,2014-03-01
103,103,2010-08-02,2011-01-28
106,109,2010-03-03,2010-08-31
107,108,2019-08-13,2020-02-10
110,103,2012-10-06,2013-01-25
104,110,2014-03-08,2014-08-30
109,106,2022-08-04,2022-12-29
107,110,2022-04-17,2022-08-24
103,103,2011-11-18,2012-05-07
109,105,2022-04-12,2022-09-24
107,108,2015-07-04,2016-01-14
102,110,2019-12-23,2020-04-29
108,103,2010-02-09,2010-08-18
104,108,2017-10-26,2018-04-22
104,110,2011-01-17,2011-06-19
104,106,2018-01-06,2018-07-05
102,103,2023-04-07,2023-08-08
106,104,2023-05-15,2023-10-09
108,108,2016-10-10,2017-03-30
106,103,2014-03-17,2014-09-18
106,110,2018-11-20,2019-05-17
104,103,2021-05-15,2021-12-24
104,110,2011-06-08,2011-12-06
105,101,2012-10-05,2013-04-08
104,103,2015-08-12,2015-12-23
104,103,2019-04-20,2019-09-11
101,107,2022-02-05,2022-09-28
105,103,2022-03-14,2022-09-28
108,107,2020-05-24,2020-09-14
102,105,2020-03-20,2020-07-20
108,108,2010-12-22,2011-05-05
105,101,2014-04-06,2014-08-20
110,101,2023-05-22,2023-11-09
101,110,2016-03-21,2016-08-17
101,109,2016-07-01,2017-01-26
103,104,2019-12-07,2020-07-26
104,110,2011-04-07,2011-09-11
106,110,2023-09-24,2024-03-12
103,102,2016-07-18,2016-12-14
106,109,2012-07-05,2012-12-04
108,103,2012-11-15,2013-05-31
102,103,2017-01-02,2017-07-15
110,102,2010-08-29,2011-03-17
107,105,2013-03-17,2013-10-02
109,102,2021-08-12,2021-12-22
103,103,2010-04-08,2010-08-13
108,108,2017-02-13,2017-07-06
102,110,2015-11-24,2016-03-23
106,108,2010-10-19,2011-06-12
106,108,2014-03-14,2014-08-06
103,106,2021-02-23,2021-07-31
104,107,2010-05-19,2010-11-13
101,103,2010-08-27,2010-12-25
101,103,2014-11-13,2015-04-30
106,101,2014-08-24,2014-12-26
107,108,2014-03-25,2014-08-22
103,105,2011-09-05,2012-02-21
109,106,2019-12-01,2020-05-12
101,106,2021-11-05,2022-03-09
103,109,2020-02-07,2020-06-15
105,101,2012-01-16,2012-07-14
105,101,2017-09-24,2018-03-23
106,104,2021-01-02,2021-05-01
106,110,2022-11-23,2023-07-07
110,102,2021-12-26,2022-05-06
107,104,2014-06-19,2014-12-18
101,103,2011-09-11,2012-05-06
104,102,2014-10-30,2015-03-14
103,110,2017-02-13,2017-08-13
107,101,2015-02-01,2015-07-18
102,109,2016-11-19,2017-07-03
109,109,2017-08-16,2018-03-12
110,104,2011-02-03,2011-07-21
101,105,2012-04-04,2012-09-01
107,107,2011-01-18,2011-07-11
108,101,2010-12-16,2011-06-20
110,102,2021-05-29,2022-01-07
108,107,2014-01-12,2014-06-03
108,102,2010-12-19,2011-06-03
107,101,2021-03-13,2021-09-12
108,110,2011-08-24,2012-02-06
104,103,2010-05-27,2010-10-27
110,103,2017-02-20,2017-08-11
107,101,2019-12-01,2020-04-17
102,106,2018-12-29,2019-08-02
106,103,2015-07-27,2015-12-24
102,102,2016-06-30,2017-01-03
109,106,2017-05-08,2017-11-12
110,109,2010-09-12,2011-03-13
104,109,2022-07-18,2022-12-08
108,105,2020-06-24,2021-01-19
107,105,2018-02-12,2018-08-06
108,106,2011-01-22,2011-08-08
102,106,2023-11-04,2024-04-28
110,102,2018-05-09,2018-09-24
104,109,2017-12-06,2018-05-13
101,103,2016-11-12,2017-04-23
107,101,2015-06-10,2015-12-05
108,104,2011-09-22,2012-02-22
106,108,2015-11-01,2016-05-09
101,103,2011-04-12,2011-09-05
102,109,2015-12-31,2016-04-11
108,105,2023-05-24,2023-09-21
106,107,2011-07-10,2012-02-02
101,102,2018-03-26,2018-09-03
104,106,2017-10-13,2018-02-16
110,110,2021-05-14,2021-10-17
103,102,2018-10-06,2019-02-23
103,104,2013-04-29,2013-09-25
105,107,2013-10-14,2014-04-30
103,110,2011-02-10,2011-08-25
